   1.851418185122771E-16   2.567061170100740E-14   5.394194497739308E-12   1.203575369170795E-10   5.328315861854336E-10   1.439498944836872E-08   9.995002304129572E-08   1.439463113641953E-06   1.495638257827341E-05   2.249510025107121E-05   2.731615744382765E-04   4.791388394631211E-04   1.644978153770082E-03   3.777665449127383E-03   2.768072873163864E-02   6.687127742017940E-02   1.159462053450538E-01   1.915608910648351E-01   4.356102264540956E-01   7.519127289625418E-01   1.000000000000000E+00   1.000000000000000E+00   1.000000000000000E+00
   2.281924750857860E-16   2.748549312860854E-14   5.129001020205147E-12   1.210200370273185E-10   4.515802265058469E-10   1.446132134178271E-08   9.586545210914173E-08   1.375718022013764E-06   1.572302428187381E-05   2.340535202932018E-05   2.502440366137488E-04   4.819973338063775E-04   1.622678119317328E-03   3.799235234785241E-03   2.942212592263579E-02   6.307632147552399E-02   1.244989058081284E-01   1.809236276111740E-01   4.110434628281597E-01   8.269319671999835E-01   1.000000000000000E+00   2.000000000000000E+00   1.000000000000000E+00
   2.503971831563908E-16   2.948890185158309E-14   4.878416431692777E-12   1.190852604464234E-10   3.915600670761013E-10   1.456675575911245E-08   9.132092890645810E-08   1.313839173314658E-06   1.644131705805619E-05   2.435216957257143E-05   2.299008116480845E-04   4.884010671402895E-04   1.603949756337976E-03   3.823789164083650E-03   3.146440438634612E-02   5.915255150006123E-02   1.281019053976238E-01   1.645003960072814E-01   3.992481649096380E-01   9.010293418690041E-01   1.000000000000000E+00   3.000000000000000E+00   1.000000000000000E+00
   3.084482395792648E-16   3.167945468557285E-14   4.640946994058876E-12   1.139477518371096E-10   3.493202370650771E-10   1.471217189237351E-08   8.640254586662766E-08   1.256677265006722E-06   1.709055361159350E-05   2.530905391210908E-05   2.119921089825003E-04   4.982197151454296E-04   1.588129199110697E-03   3.853577353841834E-03   3.379106341858221E-02   5.529802114529166E-02   1.256121038664663E-01   1.454016643702398E-01   4.016136876745866E-01   9.561015977273366E-01   1.000000000000000E+00   4.000000000000000E+00   1.000000000000000E+00
   3.353711651132197E-16   3.414777079732095E-14   4.414968305003621E-12   1.056188687965096E-10   3.216418881472429E-10   1.489875552050894E-08   8.122327412764108E-08   1.205872910272958E-06   1.765936142798046E-05   2.624633029956430E-05   1.963148887183902E-04   5.113859276476589E-04   1.574223229912012E-03   3.891127272469354E-03   3.634731499341436E-02   5.161075919076167E-02   1.099896570179864E-01   1.368141647507497E-01   4.142260378654312E-01   9.844463668588632E-01   1.000000000000000E+00   5.000000000000000E+00   1.000000000000000E+00
   3.737390963873756E-16   3.691026927944480E-14   4.198331337142768E-12   9.496676627487637E-11   3.050845535602215E-10   1.512697705132885E-08   7.591624923256945E-08   1.162196018163405E-06   1.814381851199824E-05   2.713506663618799E-05   1.826442126771896E-04   5.278523049148534E-04   1.560987330404283E-03   3.939084323587139E-03   3.899517866506361E-02   4.808536571542799E-02   8.984787148128782E-02   1.352719296558207E-01   4.328919525448868E-01   9.896743154590695E-01   1.000000000000000E+00   6.000000000000000E+00   1.000000000000000E+00
   4.418400932162040E-16   3.998711609976609E-14   3.988495912084973E-12   8.335206976525060E-11   2.961907248043257E-10   1.539539441779396E-08   7.062572016589200E-08   1.125825421799975E-06   1.854501692828407E-05   2.795088257618863E-05   1.707539240372591E-04   5.475720489492157E-04   1.547019744249499E-03   4.000010427639599E-03   4.137178632426232E-02   4.458398960647067E-02   7.329332011538667E-02   1.353323978883721E-01   4.549635759261882E-01   9.796625083587780E-01   1.000000000000000E+00   7.000000000000000E+00   1.000000000000000E+00
   5.209232606613357E-16   4.353832287973387E-14   3.782110180998242E-12   7.200733594165517E-11   2.919918562689796E-10   1.569914177090455E-08   6.549726620886972E-08   1.096561600828504E-06   1.886701372740493E-05   2.867648532104023E-05   1.604271009815852E-04   5.704922443165763E-04   1.530879614302598E-03   4.076104885736844E-03   4.023980467000549E-02   4.306870418188655E-02   6.243370977699157E-02   1.364337276111108E-01   4.789361914302325E-01   9.609679338309572E-01   1.000000000000000E+00   8.000000000000000E+00   1.000000000000000E+00
   5.992522110241009E-16   4.765459216131988E-14   3.575405510096004E-12   6.172551469291830E-11   2.902449596296313E-10   1.602803505640435E-08   6.066910202098152E-08   1.073980490505936E-06   1.911546050389171E-05   2.930260832653955E-05   1.514612101228905E-04   5.965538164670090E-04   1.511223555613614E-03   4.168809104573139E-03   3.503116923647217E-02   4.252925026948776E-02   5.826238558585507E-02   1.386112792909635E-01   5.038526550416070E-01   9.377194528101912E-01   1.000000000000000E+00   9.000000000000000E+00   1.000000000000000E+00
   6.754583504902793E-16   5.250278770848637E-14   3.364043154464419E-12   5.288843105577187E-11   2.893603830876040E-10   1.636439295356323E-08   5.626587317691785E-08   1.057540276966707E-06   1.929680022406858E-05   2.982761242313703E-05   1.436703815508720E-04   6.256942336511722E-04   1.486940745579803E-03   4.278236098408520E-03   2.923572625623821E-02   4.080723659396278E-02   5.857968519690943E-02   1.419450466557102E-01   5.289765721714441E-01   9.127001879945191E-01   1.000000000000000E+00   1.000000000000000E+01   1.000000000000000E+00
   7.950029021005540E-16   5.831656476645096E-14   3.143968759540711E-12   4.560791949757460E-11   2.882394467452221E-10   1.668106339665022E-08   5.239532857587212E-08   1.046652602235131E-06   1.941781435622627E-05   3.025622785313929E-05   1.368860634031726E-04   6.578497641044696E-04   1.457259167577731E-03   4.402301046986523E-03   2.400562199116812E-02   3.902064273817629E-02   6.029892522587223E-02   1.464497145206640E-01   5.536843242286391E-01   8.885540305609889E-01   1.000000000000000E+00   1.100000000000000E+01   1.000000000000000E+00
   8.775951953803655E-16   6.534900118770044E-14   2.912436628284350E-12   3.984837279277857E-11   2.861452536993340E-10   1.694088499768717E-08   4.914678540232987E-08   1.040727823528426E-06   1.948534623927609E-05   3.059790285360018E-05   1.309567465320877E-04   6.929542903395487E-04   1.421800521163458E-03   4.535282604023597E-03   1.971095560563639E-02   3.744481532165692E-02   6.211955910338905E-02   1.520260313111705E-01   5.775046179983440E-01   8.683323137287300E-01   1.000000000000000E+00   1.200000000000000E+01   1.000000000000000E+00
   9.968682789166647E-16   7.397398618000697E-14   2.669904531789350E-12   3.550407961792798E-11   2.826229181911125E-10   1.709975241504802E-08   4.658877028095606E-08   1.039202028855548E-06   1.950609927137808E-05   3.086511465852977E-05   1.257471572734168E-04   7.309312959805498E-04   1.380577122956403E-03   4.665285827399225E-03   1.632020969492979E-02   3.608266470650360E-02   6.359990887188613E-02   1.584533124589105E-01   6.002603861155125E-01   8.553020542726522E-01   1.000000000000000E+00   1.300000000000000E+01   1.000000000000000E+00
   1.070012122511025E-15   8.452829357177371E-14   2.421206201315534E-12   3.244102785865372E-11   2.774509706087802E-10   1.711550568095674E-08   4.476284091532297E-08   1.041551743548841E-06   1.948646384781717E-05   3.107186974510656E-05   1.211371579997506E-04   7.716737398038598E-04   1.333943550752946E-03   4.769851210715358E-03   1.371584533234287E-02   3.490332045646926E-02   6.458783677678331E-02   1.654339658048554E-01   6.222135645565067E-01   8.522886391690921E-01   1.000000000000000E+00   1.400000000000000E+01   1.000000000000000E+00
   1.127682571957385E-15   9.728843246422460E-14   2.176021028611768E-12   3.051951203377017E-11   2.706045606088396E-10   1.696183927089238E-08   4.367354802637629E-08   1.047300737139219E-06   1.943235852871646E-05   3.123250724494621E-05   1.170205070280522E-04   8.149996839771827E-04   1.282533626765765E-03   4.810002458187770E-03   1.179757888416387E-02   3.387848777367292E-02   6.505302468195460E-02   1.726821484268300E-01   6.439713368381695E-01   8.609909493848504E-01   1.000000000000000E+00   1.500000000000000E+01   1.000000000000000E+00
   1.180078200789582E-15   1.123807223098597E-13   1.946853598849073E-12   2.960643933236090E-11   2.622179297526955E-10   1.664030033295793E-08   4.328072911837993E-08   1.056022078273923E-06   1.934908506708822E-05   3.136083559133804E-05   1.133035796287252E-04   8.605455671125965E-04   1.227240529580247E-03   4.730201758314879E-03   1.050532047815402E-02   3.298683018128663E-02   6.502863018148670E-02   1.800200890919348E-01   6.659872154196342E-01   8.814727974203846E-01   1.000000000000000E+00   1.600000000000000E+01   1.000000000000000E+00
   1.204662119617622E-15   1.296838233669503E-13   1.745297349649369E-12   2.958233032137393E-11   2.525437658780417E-10   1.618109373303055E-08   4.350287540788050E-08   1.067337575519135E-06   1.924120107224560E-05   3.146957899643000E-05   1.099041226316379E-04   9.074366646822996E-04   1.169413819354674E-03   4.486376034540390E-03   9.793008658207838E-03   3.221401704561182E-02   6.458767715037002E-02   1.874309178143058E-01   6.880725839555932E-01   9.113173529237076E-01   1.000000000000000E+00   1.700000000000000E+01   1.000000000000000E+00
